"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"693",141539,"US","Bone dry, acidic and tannic, this wine will appeal to fans of structure rather than opulence. It's like an old-style Chianti, with cherry, tobacco and cedar flavors. Drink this full-bodied wine with beef and hard cheeses.","Huber Vineyard",88,35,"California","Sta. Rita Hills","Central Coast","Dornfelder","Ampelos"
"694",84882,"US","This is fantastically rich in flavors of cherry pie, milk chocolate, buttered toast and spice. The texture is fairly light, falling somewhere between Merlot and Pinot Noir. Drink now.","The Painted Lady",87,47,"California","Sta. Rita Hills","Central Coast","Dornfelder","Bella Victorian"
"695",29737,"US","An incredibly dark wine by veteran winemaker Eric Laumann, this rarely tapped varietal offers lush and deep aromas of blackberry pie, black currant syrup, licorice soda and mint-chip ice cream. Velvety, tongue-tingling and extremely lengthy on the palate, it shows almost port-like flavors of milk chocolate, blueberry juice, peppery mint, cherry liqueur-filled chocolate and ripe raspberry-cranberry juice.","",93,35,"California","Santa Lucia Highlands","Central Coast","Dornfelder","Cambiata"
"696",28220,"US","Winemaker Eric Laumann, who was recently hired to head up the quality-at-good-price Castle Rock team, focuses on obscure varietals, this time taking on the deep-red German grape Dornfelder. The nose combines cinnamon, black currant, pure black cherry, pipe tobacco, and chocolate cake, while the palate delivers ripe plum, cherry pie and licorice.","McIntyre Vineyard",89,25,"California","Santa Lucia Highlands","Central Coast","Dornfelder","Cambiata"
"697",28667,"US","Coming from one of the state's most esteemed vineyards, this wine offers aromas of assorted dried herbs, tobacco and glue. The cherry, herb and plum flavors have good depth, with the tannins providing some heft.","Ciel du Cheval Vineyard",87,45,"Washington","Columbia Valley (WA)","Columbia Valley","Sangiovese Grosso","Cana's Feast"
"698",121017,"US","A Cabernet Sauvignon and Malbec blend, this wine impresses with its richness and fine tannins. Shows intense flavors of ripe wild blackberries, cherries, milk chocolate, anise liqueur and smoky cedar flavors. Made in the modern cult style, it's accessible now due to the softness.","Nicole's",93,100,"California","Alexander Valley","Sonoma","Cabernet Sauvignon-Malbec","Lancaster"
"699",29417,"US","This edition of the Indomitable is 78% Cabernet Sauvignon and 22% Malbec, a change from past vintages. Brambly berry fruit of moderate concentration is adorned with highlights of leaf and herb. Drink now through 2018.","Indomitable",88,50,"Washington","Columbia Valley (WA)","Columbia Valley","Cabernet Sauvignon-Malbec","Woodinville Wine Cellars"
"700",29933,"US","Ripe aromas, complex flavors and rich tannins add up to a bold and full-bodied wine. It smells like dried plums, tastes almost like blackberry syrup (but not sweet) and has intriguing black pepper and floral accents. Very deep in color, it is tannic but smooth. The generous fruit lingers on the finish.","",89,28,"California","California","California Other","Refosco","Rosa d'Oro"
"701",113859,"US","Soft, fruity and simple, with upfront flavors of bubble gum and  vanilla. Finishes slightly sweet and clean.","Coastal - Private Selection",84,9,"California","Central Coast","Central Coast","Johannisberg Riesling","Robert Mondavi"
"702",148943,"US","A medium-full wine with an oily roundness broken by spice and citrusy acids. Flavors of lemon and citrus pith are tart and dry, but lychee, mineral and petrol round them out, matching the nose. Finishes with a tart orange aftertaste.","Ingle Vineyard",88,25,"New York","Finger Lakes","Finger Lakes","Johannisberg Riesling","Heron Hill"
"703",70458,"US","A sweet but spicy nose of honeysuckle and pear, and a flavor profile of tropical fruit and honey, make this Riesling an attractive wine to pair with food or enjoy on it own. There's sweetness but it's well-balanced with a minerality and acid that gives it lift. Good weight but a pretty touch.","Estate Bottled",86,15,"New York","Finger Lakes","Finger Lakes","Johannisberg Riesling","Chateau Lafayette Reneau"
"704",66527,"US","The sweet grapey aromas on the nose don't mislead, but rather lead to concord-grape and pears-in-syrup flavors. A touch of spritz on the palate adds a little life, and it's at its best well chilled.","Echo Ridge",82,10,"California","California","California Other","Johannisberg Riesling","Fetzer"
"705",134599,"US","Semisweet, with lemon verbena and honeysuckle aromas and lychee, citrus and spice flavors. Lacks acidity to match the sugar and has a gritty mouthfeel ending with sweet bubblegum.","",83,15,"New York","Finger Lakes","Finger Lakes","Johannisberg Riesling","Chateau Lafayette Reneau"
"706",30921,"US","Overripe, with blackberry jam fruit veering into raisins, prunes and brown sugar, like sweetened oatmeal. The tannins are strong.","Dryfarmed Old Vine",84,25,"California","Cienega Valley","Central Coast","Cabernet Pfeffer","DeRose"
"707",31070,"US","This is one of the most successful Syrah-Cabernet Franc blends in California. The Syrah brings blueberry and bacon flavors, and the Cabernet provides the black currant note and the tannic backbone. It's already delicious to drink, but allow it to breathe in a decanter for one or two hours.","Wavelength Sugarloaf Mountain Vineyard",92,69,"California","Napa Valley","Napa","Syrah-Cabernet Franc","World's End"
"708",86389,"US","This is a big, rich, thick young wine, impressive in sheer fruity extraction. Shows massive blackberry, currant, anise, black pepper and sandalwood flavors, with a bit of funk. The tannins are strong and refined. Could age well. Tasted three times, with inconsistent results.","Wavelength Sugarloaf Mountain Vineyard",88,69,"California","Napa Valley","Napa","Syrah-Cabernet Franc","World's End"
"709",80120,"US","This is one of the most successful Syrah-Cabernet Franc blends in California. The Syrah brings blueberry and bacon flavors, and the Cabernet provides the black currant note and the tannic backbone. It's already delicious to drink, but allow it to breathe in a decanter for one or two hours.","Wavelength Sugarloaf Mountain Vineyard",92,69,"California","Napa Valley","Napa","Syrah-Cabernet Franc","World's End"
"710",31123,"US","Delicate red berry aromas intensify on the palate of this juicy, full-bodied rosé made from Lemberger (also known as Blaufränkisch). The palate is unabashedly fruit forward, but finishes briskly on a sweet-tart watermelon note.","",86,14,"New York","Seneca Lake","Finger Lakes","Rosato","Ventosa"
"711",56244,"US","Give the winery credit for experimenting with this offbeat variety, which was grown in the Arroyo Seco region. Unfortunately, it's far too sweet for a table wine, almost a dessert sipper, with overt sugar marking the berry flavors.","Wildflower",82,8,"California","Monterey","Central Coast","Valdiguié","J. Lohr"
"712",31415,"US","Light in color and medium bodied, this unusual wine presents a weightiness, a throwback to California's earlier days of more widespread plantings of Gamay. This one offers a thick, syrupy overtone of blueberry and cherry, soft on the midpalate with nominal structure.","The Count's Selection",86,50,"California","Calistoga","Napa","Valdiguié","Buena Vista"
"713",75049,"US","A light, ethereal wine akin to Gamay Noir, made in an easy-to-consume-often style, with beautiful aromatics of just-ripe cherry and raspberry and a rose garden in bloom. Juicy and soft, the wine is balanced and appealing in every way and makes for a fun introduction to a rare grape in California.","",90,24,"California","Solano County Green Valley","North Coast","Valdiguié","Broc Cellars"
"714",31933,"US","This has intense, precise aromas of brown sugar, toasted almonds, dark caramel and vanilla. On the palate, a blackberry flavor reigns, but the alcohol sears the midpalate, which gives the palate a fiery feel.","Madeira",84,40,"Texas","Texas","","Jacquez","Haak"
"715",32350,"US","This is a perfumed wine with aromas of fresh flowers, orange peel and citrus. It drinks dry with a broad, fleshy feel, falling a bit flat on the finish.","Estate Grown",85,18,"Washington","Puget Sound","Washington Other","Madeleine Angevine","San Juan Vineyards"
"716",33469,"US","Estate-grown in the San Juan islands, this did well in 2012, a relatively warm year in western Washington. Ripe grapefruit, mint jelly and a bit of cotton candy combine to craft a pleasant quaffing wine.","Estate Grown",86,17,"Washington","Puget Sound","Washington Other","Madeleine Angevine","San Juan Vineyards"
"717",32524,"US","Aromas of blood, nori and worn leather compose the nose, with a touch of charred bread that adds a subtle bitterness. Light to medium bodied, the palate feels pliant at the start, but the acids spike and tower over the tannins as the wine spreads across the palate. A flavor of tart raspberry marks the finish.","",83,20,"Virginia","Monticello","","Merlot-Petite Verdot","Autumn Hill"
"718",39529,"US","Half Roussanne, half Marsanne, both from the Fenaughty Vineyard, where Donkey & Goat also sources sublime Syrah, this white offers floral honeysuckle intensity and a viscous mouthfeel of minerality. Through its core is nuanced grapefruit and lime.","Coupe d'Or",90,35,"California","El Dorado","Sierra Foothills","Roussanne-Marsanne","Donkey & Goat"
"719",33474,"US","Roughly 50/50 Roussanne/Marsanne, this barrel-aged blend registers just 11% alcohol. Yet, it remains quite dry, with a soft, buttery mouthfeel that suggests it went through complete malolactic fermentation. Thin hints of melon and citrus are more or less buried in the buttery flavors.","",86,27,"Washington","Walla Walla Valley (WA)","Columbia Valley","Roussanne-Marsanne","Sinclair Estate Vineyards"
"720",42780,"US","With its flavors of baked fruit and mushroom, this wine already tastes old and tired.","Saralee's Vineyard",82,22,"California","Russian River Valley","Sonoma","Roussanne-Marsanne","Joseph Swan Vineyards"
"721",35578,"US","Are you ready for an Oregon Mondeuse? In this take on a rather obscure Savoie grape, flavors are fresh, peppery and intense, with the clarity of wild mountain berries. Acids have a lemony kick, and the minerality—chalk and granite—is palpable.","Rouge Prestige",92,30,"Oregon","Applegate Valley","Southern Oregon","Mondeuse","Plaisance Ranch"
"722",35820,"US","Are you ready for an Oregon Mondeuse? In this take on a rather obscure Savoie grape, flavors are fresh, peppery and intense, with the clarity of wild mountain berries. Acids have a lemony kick, and the minerality—chalk and granite—is palpable.","Rouge Prestige",92,30,"Oregon","Applegate Valley","Southern Oregon","Mondeuse","Plaisance Ranch"
